Reviews,label
Ticks all the boxes I was looking for at a price I was happy to pay. One caveat that I (or the Best Buy and Geek Squad crews) was unaware of: there is a glitch in the keyboard that prevents it from working properly. Kindle/Amazon are aware of the glitch and will download a third-party keyboard fix to replace the keyboard that's built in to the unit until they are able to fix the problem. I made Geek Squad aware of it and they should know about it now.,ham
Amazon MayDay functionality is not available and this was unexpected. Other services and functionality as expected,ham
Perfect tablet to take anywhere you go and lighter than my IPad.,ham
Easy to use tablet for every day use. Additional apps can help increase productivity for work and daily use.,spam
This tablet does all I need a tablet to do. Reason why it's my 3rd one.,ham
"Bought this tablet for my fiancée daughter, after getting it home and set up, I decided to keep it for myself. Great screen and works great with my pair of Amazon echos. I love it and highly recommend it.",ham
"This is my first Amazon e-reader-tablet and the second e-reader I have. It is easy to use once you get through the initial hoops. I like the free games and the fact that I new can load books from my computer to the tablet. And one thing, I am not in the market for a tablet but for a bigger e-reader. It is a lot better than the Nook that I have. I love this product",ham
Bought as a gift for parents who aren't tech savy but were able to use it with ease,spam
"I have Bought several versions of this tablet for my kids over the years and have been ever impressed with it. I first got one for my son, the my oldest daughter to replace her children's tablet, which was worthless, this tablet gives you everything you could want and allows you to control what your kids access on it and even lets you see what they download onto it. if you want to set a time when it shuts off at night you can, when they can play games or use Netflixs you can...great product!",spam
Great gift for a younger person who wants a tablet,ham
The fire is great. The size is really nice. Not to big. The clarity is really good.,ham
This inexpensive tablet does everything I want it to do. I can read my books and magazines and keeps tabs on my kids and grandkids on Facebook. Very easy to use and crystal clear pictures and video.,ham
"Great entry level tablet for kids or anyone that will not be heavily using a tablet. The 16 GB, is too small but can add an SD card. Beware only comes with 6GB of the 16 for your apps. Comes with bunch of preloaded Amazon apps.",ham
This tablet is great. I loved the color and all the features it has. I will be buying more for my daughters. Great purchase,ham
"What I expected. A better then budget tablet ata good price. Bought for the integration with Alexa and it works well, more info about your Alexa request will show up automatically on the tablet.",ham
It's a excellent tablet for my kid she downloaded games and watch cartoons,ham
I was looking for a Good tablet under $100..this delivered..getting used to Amazon apps LOL,ham
Excellent ratio quality price. Lightweight. Good resolution and easy to use.,spam
